,Make,Type,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Car_Age
5972,Chevrolet,Malibu,Gulf Arabic,White,Standard,2.4,Gas,Automatic,146000,Riyadh,40500,4
5973,Mazda,CX3,Saudi,Black,Semi Full,2.0,Gas,Automatic,25000,Abha,58000,2
5974,Chevrolet,Impala,Saudi,White,Standard,3.6,Gas,Automatic,178000,Riyadh,67000,2
5976,Chevrolet,Tahoe,Saudi,Bronze,Standard,5.3,Gas,Automatic,188000,Riyadh,100000,6
5977,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,68000,Riyadh,36500,3
5978,Toyota,Prado,Gulf Arabic,White,Full,4.7,Gas,Automatic,65000,Riyadh,151000,2
5979,Toyota,Prado,Gulf Arabic,White,Full,4.0,Gas,Automatic,82000,Riyadh,149000,2
5980,Chevrolet,Tahoe,Saudi,Golden,Full,5.6,Gas,Automatic,188000,Riyadh,99500,6
5982,Chrysler,C300,Saudi,Black,Full,3.5,Gas,Automatic,230000,Riyadh,35000,9
5984,Lexus,LX,Saudi,Golden,Full,5.7,Gas,Automatic,256000,Riyadh,155000,8
5985,Hyundai,Accent,Saudi,Grey,Standard,1.4,Gas,Automatic,158000,Dammam,29000,4
5988,Nissan,Altima,Gulf Arabic,Brown,Standard,2.5,Gas,Automatic,60829,Qassim,48000,6
5990,Hyundai,Veloster,Saudi,White,Full,2.0,Gas,Automatic,149675,Jeddah,25000,8
5993,Toyota,Corolla,Saudi,Silver,Standard,1.6,Gas,Automatic,40000,Dammam,42000,3
5994,Porsche,Cayenne,Saudi,White,Full,3.6,Gas,Automatic,114000,Riyadh,155000,6
5995,Toyota,Hilux,Saudi,White,Standard,2.7,Gas,Manual,239900,Dammam,46000,6
5997,Toyota,Prado,Saudi,White,Full,2.7,Gas,Automatic,240000,Jazan,70000,9
5998,Hyundai,Santa fe,Gulf Arabic,Brown,Semi Full,1.0,Gas,Automatic,200000,Al-Medina,29000,9
5999,Toyota,Land Cruiser,Gulf Arabic,White,Full,4.7,Gas,Automatic,382,Al-Ahsa,45000,15
6001,Chevrolet,Malibu,Saudi,White,Semi Full,2.5,Gas,Automatic,190217,Aseer,27000,6
6002,Kia,Rio,Other,Another Color,Standard,1.4,Gas,Automatic,203331,Makkah,20000,7
6004,Cadillac,CT6,Saudi,Silver,Full,3.0,Gas,Automatic,70000,Jeddah,175000,4
6008,Nissan,Altima,Saudi,White,Standard,2.5,Gas,Automatic,64000,Riyadh,58000,4
6009,Land Rover,Range Rover,Saudi,Brown,Full,2.0,Gas,Automatic,48000,Jeddah,100000,7
6012,Toyota,Corolla,Gulf Arabic,Golden,Full,1.8,Gas,Manual,320000,Al-Ahsa,18000,15
6015,Ford,Taurus,Unknown,White,Unknown,3.5,Gas,Automatic,300000,Dammam,40000,8
6019,Toyota,Camry,Unknown,White,Full,2.5,Gas,Automatic,10616,Al-Medina,104500,1
6027,Mitsubishi,Pajero,Gulf Arabic,White,Semi Full,6.0,Gas,Automatic,200000,Qassim,53000,5
6029,Hyundai,Elantra,Saudi,Brown,Standard,2.0,Gas,Automatic,135000,Riyadh,35000,4
6031,Hyundai,Azera,Other,Grey,Semi Full,3.0,Gas,Automatic,447,Riyadh,21000,10
6034,GMC,Terrain,Saudi,Black,Semi Full,2.4,Gas,Automatic,90000,Jeddah,35000,8
6035,Ford,Taurus,Saudi,Silver,Semi Full,3.5,Gas,Automatic,60100,Aseer,85000,5
6036,Hyundai,Santa fe,Saudi,Brown,Standard,1.1,Gas,Automatic,280000,Jazan,45000,6
6039,Mazda,CX5,Saudi,Grey,Full,2.5,Gas,Automatic,845,Khobar,129000,0
6042,Toyota,Corolla,Saudi,Silver,Standard,1.6,Gas,Automatic,190000,Abha,32000,5
6044,Ford,Taurus,Gulf Arabic,Grey,Semi Full,3.5,Gas,Automatic,48000,Jeddah,80000,5
6045,Renault,Fluence,Saudi,Grey,Standard,1.6,Gas,Automatic,121913,Riyadh,29000,6
6046,Dodge,Charger,Saudi,Black,Full,5.7,Gas,Automatic,216841,Abha,40000,8
6047,BMW,The 7,Saudi,Navy,Full,6.0,Gas,Automatic,182000,Jeddah,90000,7
6049,Mazda,CX5,Saudi,White,Full,2.5,Gas,Automatic,14000,Riyadh,125000,0
6051,Toyota,Yaris,Saudi,White,Standard,1.5,Gas,Automatic,100,Yanbu,32000,5
6057,Hyundai,Accent,Saudi,White,Semi Full,1.4,Gas,Automatic,98000,Tabouk,36500,2
6059,Hyundai,Accent,Saudi,Blue,Semi Full,1.4,Gas,Automatic,89000,Tabouk,39000,2
6060,GMC,Yukon,Saudi,Brown,Semi Full,5.3,Gas,Automatic,150000,Riyadh,65000,8
6063,HAVAL,H2,Saudi,Another Color,Full,1.5,Gas,Automatic,6000,Khobar,57900,0
6067,Chevrolet,Traverse,Saudi,Black,Semi Full,2.5,Gas,Automatic,65000,Jeddah,35000,10
6068,Toyota,Sequoia,Saudi,Grey,Semi Full,5.7,Gas,Automatic,333000,Dammam,78000,5
6071,Honda,Odyssey,Saudi,Red,Semi Full,2.0,Gas,Automatic,150000,Jeddah,60000,5
6074,Toyota,Prado,Saudi,Silver,Semi Full,4.0,Gas,Automatic,97000,Dammam,119000,5
6075,Hyundai,Elantra,Other,White,Semi Full,1.6,Diesel,Automatic,91269,Qassim,50000,4
6081,Kia,Sportage,Saudi,Golden,Standard,1.6,Gas,Automatic,43000,Khobar,68000,2
6082,Ford,Expedition,Saudi,Black,Semi Full,3.5,Gas,Automatic,14000,Al-Medina,173000,1
6083,Hyundai,Elantra,Saudi,White,Semi Full,2.0,Gas,Automatic,230000,Riyadh,30000,6
6084,BMW,The 5,Saudi,Another Color,Semi Full,2.0,Gas,Automatic,66000,Riyadh,90000,5
6085,Toyota,Camry,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,140000,Al-Medina,45000,6
6086,Toyota,Camry,Gulf Arabic,White,Full,2.0,Gas,Automatic,120000,Dammam,45000,7
6087,Mitsubishi,Pajero,Saudi,White,Full,3.5,Gas,Automatic,190000,Dammam,58000,5
6089,Ford,Taurus,Saudi,Another Color,Standard,3.6,Gas,Automatic,78000,Riyadh,92000,3
6091,Jeep,Wrangler,Gulf Arabic,Black,Standard,3.6,Gas,Automatic,82000,Dammam,93000,4
6092,Toyota,Innova,Saudi,White,Standard,2.7,Gas,Automatic,180000,Riyadh,45000,7
6094,Mazda,3,Saudi,White,Standard,1.5,Gas,Automatic,107921,Qassim,39000,4
6095,Ford,Expedition,Saudi,Silver,Full,3.5,Gas,Automatic,5000,Riyadh,180000,1
6098,Hyundai,Azera,Saudi,White,Full,6.0,Gas,Automatic,276,Riyadh,35000,7
6100,Chevrolet,Cruze,Other,Grey,Full,1.6,Gas,Automatic,136000,Jeddah,25000,5
6105,Toyota,Camry,Other,Grey,Full,2.4,Gas,Automatic,137502,Al-Ahsa,35000,10
6109,Lexus,RX,Gulf Arabic,White,Full,3.5,Gas,Automatic,190000,Riyadh,85000,8
6111,Ford,Expedition,Saudi,Black,Standard,5.4,Gas,Automatic,243500,Khobar,45000,7
6112,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,57000,Dammam,35000,2
6113,Changan,CS75,Saudi,Grey,Full,1.8,Gas,Automatic,46000,Al-Ahsa,62000,1
6114,Hyundai,Tucson,Saudi,Silver,Semi Full,1.6,Gas,Automatic,42000,Riyadh,75000,2
6123,Dodge,Challenger,Saudi,Silver,Semi Full,3.6,Gas,Automatic,260,Jeddah,55000,6
6131,Toyota,FJ,Gulf Arabic,White,Full,6.0,Gas,Automatic,50000,Dammam,140000,1
6133,Honda,Accord,Saudi,White,Full,3.5,Gas,Automatic,117000,Riyadh,80000,5
6140,Mitsubishi,Pajero,Saudi,White,Full,3.5,Gas,Automatic,81000,Dammam,72000,4
6141,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,36200,Riyadh,36500,3
6142,Hyundai,Accent,Saudi,Grey,Standard,1.2,Gas,Automatic,150,Riyadh,20000,6
6143,Ford,Fusion,Saudi,White,Standard,1.2,Gas,Automatic,80000,Al-Ahsa,50000,5
6147,Ford,Fusion,Other,White,Full,2.0,Diesel,Automatic,55000,Riyadh,65000,4
6150,Toyota,Hilux,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,189000,Dammam,78000,4
6152,Toyota,Hiace,Saudi,White,Unknown,2.7,Gas,Manual,180000,Abha,72000,5
6154,Toyota,Corolla,Gulf Arabic,White,Full,1.6,Gas,Automatic,197,Al-Ahsa,29000,7
6157,GMC,Sierra,Gulf Arabic,Silver,Standard,5.3,Gas,Automatic,248000,Dammam,63000,8
6164,Chevrolet,Tahoe,Saudi,Black,Semi Full,2.0,Gas,Automatic,255000,Riyadh,53000,7
6166,Chevrolet,Silverado,Saudi,Red,Semi Full,6.0,Gas,Automatic,180000,Riyadh,50000,9
6167,Mercedes,E,Saudi,Black,Full,3.0,Gas,Automatic,64000,Riyadh,120000,5
6168,Isuzu,Dyna,Saudi,White,Standard,7.0,Diesel,Manual,300,Dammam,82000,8
6175,Audi,Q7,Saudi,White,Full,7.0,Gas,Automatic,180000,Riyadh,50000,14
6177,Mercedes,CLS,Saudi,Brown,Full,3.5,Gas,Automatic,130,Jeddah,100000,7
6179,Mercedes,S,Saudi,Golden,Full,1.0,Gas,Automatic,174000,Riyadh,65000,13
6186,Hyundai,Sonata,Saudi,White,Full,2.4,Gas,Automatic,88718,Riyadh,58000,4
6187,Kia,Sorento,Saudi,Red,Semi Full,6.0,Gas,Automatic,171000,Al-Ahsa,45000,6
6188,Porsche,Cayenne,Saudi,White,Standard,3.6,Gas,Automatic,121,Khobar,160000,5
6191,Toyota,Corolla,Saudi,Silver,Standard,1.6,Gas,Automatic,142000,Dammam,48000,3
6193,Audi,A6,Saudi,Silver,Semi Full,3.0,Gas,Automatic,92000,Al-Medina,88000,3
6195,Toyota,Fortuner,Saudi,White,Full,4.0,Gas,Automatic,30000,Riyadh,118000,4
6197,Hyundai,Elantra,Saudi,White,Semi Full,2.0,Gas,Automatic,237356,Riyadh,42000,4
6198,Hyundai,Sonata,Saudi,White,Semi Full,2.4,Gas,Automatic,194814,Riyadh,55000,4
6199,Changan,Eado,Saudi,Brown,Semi Full,1.6,Gas,Automatic,89770,Riyadh,42000,1
6200,Nissan,Patrol,Saudi,White,Semi Full,5.6,Gas,Automatic,200000,Dammam,105000,7
6203,Ford,Mustang,Other,Black,Semi Full,3.7,Gas,Automatic,290000,Jazan,38000,11
6204,Hyundai,Sonata,Saudi,Brown,Full,2.4,Gas,Automatic,90000,Jeddah,61000,2
6206,Chevrolet,Blazer,Saudi,Silver,Standard,3.6,Gas,Automatic,177560,Dammam,35000,8
6208,Chevrolet,Impala,Saudi,Navy,Semi Full,3.6,Gas,Automatic,80000,Riyadh,45000,7
6213,Toyota,Prado,Saudi,White,Semi Full,2.7,Gas,Automatic,60000,Jeddah,120000,5
6215,BMW,X,Saudi,Black,Full,3.6,Hybrid,Automatic,62300,Dammam,140000,6
6216,Dodge,Charger,Other,Black,Full,5.7,Gas,Automatic,175,Taef,38000,8
6217,Toyota,Innova,Saudi,Golden,Standard,1.8,Gas,Automatic,90000,Hafar Al-Batin,20000,13
6225,Volkswagen,Passat,Saudi,Silver,Full,2.5,Gas,Automatic,143000,Dammam,21000,11
6226,Ford,Van,Other,White,Standard,3.6,Gas,Automatic,120,Jeddah,40000,8
6229,Toyota,Yaris,Saudi,White,Semi Full,1.6,Gas,Automatic,18000,Riyadh,36000,2
6230,Toyota,Corolla,Saudi,Silver,Standard,1.6,Gas,Automatic,160000,Jeddah,27500,6
6234,Changan,Eado,Saudi,Brown,Standard,1.6,Gas,Automatic,84000,Riyadh,42500,1
6235,Changan,Eado,Saudi,White,Standard,1.6,Gas,Automatic,86000,Riyadh,42500,1
6236,Nissan,Pathfinder,Saudi,White,Standard,3.5,Gas,Automatic,24000,Jeddah,50000,7
6238,Ford,Figo,Gulf Arabic,Silver,Standard,1.5,Gas,Automatic,165200,Dammam,19000,5
6241,Honda,CRV,Gulf Arabic,Silver,Full,2.7,Gas,Automatic,105000,Jeddah,35000,11
6244,Ford,Explorer,Saudi,Silver,Semi Full,3.5,Gas,Automatic,168322,Al-Medina,60000,7
6252,Nissan,Patrol,Saudi,Another Color,Full,4.8,Gas,Automatic,77000,Al-Medina,166000,6
6257,HAVAL,H2,Gulf Arabic,Red,Semi Full,1.0,Gas,Automatic,29289,Makkah,50000,1
6263,Toyota,Corolla,Saudi,White,Standard,1.6,Gas,Automatic,270000,Riyadh,33000,5
6264,Toyota,Corolla,Saudi,Black,Standard,1.6,Gas,Automatic,72000,Riyadh,42000,3
6266,Ford,F150,Saudi,Black,Full,3.2,Gas,Automatic,200000,Qassim,58000,7
6267,Nissan,Navara,Gulf Arabic,White,Full,2.5,Gas,Automatic,167,Aseer,35000,7
6268,Hyundai,Santa fe,Saudi,Silver,Semi Full,3.3,Gas,Automatic,120,Jeddah,57000,6
6269,Jeep,Grand Cherokee,Saudi,Brown,Full,3.6,Gas,Automatic,27500,Al-Ahsa,160000,1
6271,Fiat,500,Saudi,Grey,Semi Full,1.4,Gas,Automatic,28000,Makkah,62000,2
6272,Toyota,Innova,Saudi,White,Full,2.7,Gas,Automatic,185000,Riyadh,45000,6
6273,Mitsubishi,Pajero,Saudi,White,Full,3.8,Gas,Automatic,168,Besha,49000,7
6276,Nissan,Pathfinder,Saudi,Grey,Standard,3.5,Gas,Automatic,111,Riyadh,30000,14
6279,Kia,Carnival,Saudi,White,Semi Full,3.5,Gas,Automatic,256000,Al-Ahsa,28000,8
6292,Toyota,Corolla,Saudi,Silver,Semi Full,1.6,Gas,Automatic,200000,Jeddah,35000,6
6293,Hyundai,H1,Saudi,Blue,Standard,1.4,Gas,Automatic,147000,Riyadh,29000,11
6294,Toyota,FJ,Gulf Arabic,White,Full,4.0,Gas,Automatic,64866,Makkah,125000,5
6296,Hyundai,Azera,Other,White,Semi Full,3.0,Gas,Automatic,256,Riyadh,47000,4
6298,Ford,Taurus,Gulf Arabic,Another Color,Full,3.5,Gas,Automatic,334728,Aseer,35000,9
6299,Toyota,Corolla,Saudi,White,Semi Full,1.4,Gas,Automatic,283971,Jeddah,25000,10
6302,Toyota,Prado,Saudi,Silver,Full,3.6,Gas,Automatic,225989,Jeddah,84000,6
6305,Honda,Odyssey,Saudi,Red,Full,6.0,Gas,Automatic,189000,Riyadh,57000,5
6309,Toyota,Corolla,Saudi,White,Standard,1.6,Gas,Automatic,39000,Riyadh,45000,3
6312,Toyota,Hilux,Saudi,White,Full,2.7,Gas,Automatic,63000,Jeddah,110000,3
6318,Hyundai,Santa fe,Other,Another Color,Standard,2.0,Diesel,Automatic,193000,Dammam,61000,5
6319,Toyota,Land Cruiser Pickup,Gulf Arabic,Brown,Full,4.0,Gas,Manual,1519,Riyadh,175000,0
6323,Ford,Taurus,Saudi,White,Standard,3.5,Gas,Automatic,73000,Dammam,77000,3
6324,Changan,CS75,Saudi,White,Full,1.8,Gas,Automatic,107000,Riyadh,37000,4
6326,GMC,Sierra,Saudi,Brown,Full,5.3,Gas,Automatic,161,Jeddah,80000,5
6327,Kia,Optima,Saudi,Red,Semi Full,2.4,Gas,Automatic,190000,Riyadh,42000,5
6331,Ford,Mustang,Saudi,Black,Full,5.0,Gas,Automatic,130000,Riyadh,130000,4
6332,Jeep,Compass,Saudi,Brown,Standard,2.4,Gas,Automatic,96213,Riyadh,38500,5
6333,Toyota,Camry,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,111,Riyadh,49000,5
6335,Hyundai,Sonata,Saudi,White,Standard,2.4,Gas,Automatic,178000,Riyadh,55000,4
6336,Toyota,Innova,Saudi,White,Standard,2.7,Gas,Manual,282000,Jubail,35000,7
6338,Kia,Sorento,Other,Silver,Standard,2.4,Gas,Automatic,160,Dammam,30000,10
6340,Toyota,Land Cruiser,Saudi,White,Semi Full,4.6,Gas,Automatic,283,Al-Medina,100000,8
6342,Hyundai,Azera,Saudi,Grey,Full,3.0,Gas,Automatic,284000,Riyadh,32000,8
6345,Nissan,Sunny,Saudi,Silver,Standard,1.5,Gas,Automatic,88000,Riyadh,29000,3
6346,Nissan,Patrol,Saudi,Grey,Full,5.6,Gas,Automatic,265000,Jeddah,100000,7
6347,Lexus,ES,Other,Black,Full,3.5,Gas,Automatic,130000,Aseer,115000,5
6348,Toyota,Land Cruiser,Saudi,White,Full,4.0,Gas,Automatic,179812,Qassim,155000,5
6350,Lexus,GS,Saudi,Another Color,Full,3.5,Gas,Automatic,124000,Riyadh,136000,7
6352,BMW,The 5,Gulf Arabic,Black,Semi Full,1.9,Gas,Automatic,7800,Dammam,177000,1
6353,GMC,Sierra,Saudi,White,Standard,6.0,Gas,Automatic,233000,Dammam,36000,10
6358,Porsche,Cayenne S,Saudi,Black,Full,4.8,Gas,Automatic,189000,Riyadh,85000,9
6359,Hyundai,Elantra,Other,White,Full,1.6,Diesel,Automatic,74000,Jeddah,50000,5
6360,GMC,Suburban,Other,Golden,Semi Full,2.0,Gas,Automatic,238,Riyadh,30000,15
6361,Ford,Expedition,Saudi,Black,Semi Full,5.4,Gas,Automatic,18500,Taef,35000,12
6362,Ford,Explorer,Other,Blue,Standard,3.5,Gas,Automatic,218000,Makkah,48000,8
6363,Dodge,Ram,Saudi,White,Semi Full,5.7,Gas,Automatic,190000,Riyadh,40000,10
6369,Toyota,Prado,Saudi,White,Semi Full,4.0,Gas,Automatic,167860,Hafar Al-Batin,108000,5
6370,Chevrolet,Tahoe,Saudi,White,Full,2.7,Gas,Automatic,260000,Riyadh,65000,11
6372,Ford,Flex,Saudi,Black,Standard,3.6,Gas,Automatic,290000,Riyadh,30000,6
6374,Toyota,Hilux,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,366000,Aseer,53000,9
6378,Ford,Edge,Gulf Arabic,Another Color,Full,1.4,Gas,Automatic,372400,Al-Ahsa,19000,14
6379,Kia,Sportage,Saudi,Black,Full,2.4,Gas,Automatic,190000,Riyadh,62000,5
6380,Toyota,Camry,Saudi,White,Standard,2.4,Gas,Manual,350000,Jeddah,25000,12
6381,Hyundai,Elantra,Saudi,Blue,Semi Full,1.6,Gas,Automatic,300000,Aseer,20000,8
6386,Chevrolet,Traverse,Saudi,Brown,Standard,3.6,Gas,Automatic,138000,Al-Ahsa,24000,10
6387,Hyundai,Accent,Saudi,White,Standard,1.6,Gas,Automatic,214000,Riyadh,23500,5
6389,Chevrolet,Tahoe,Saudi,Black,Standard,5.3,Gas,Automatic,250000,Al-Ahsa,40000,10
6390,Ford,Edge,Saudi,Red,Full,3.5,Gas,Automatic,70000,Jeddah,60000,10
6391,Mitsubishi,Pajero,Saudi,Another Color,Standard,3.5,Gas,Automatic,98000,Qassim,60000,6
6395,Kia,Cerato,Saudi,Red,Semi Full,1.6,Gas,Automatic,223,Tabouk,24000,7
6398,Nissan,Altima,Saudi,White,Semi Full,2.5,Gas,Automatic,134000,Jeddah,35000,8
6400,GMC,Sierra,Saudi,Silver,Full,5.3,Gas,Automatic,144000,Aseer,95000,5
6407,Ford,Taurus,Other,Another Color,Semi Full,3.5,Gas,Automatic,380,Al-Baha,28000,11
6409,Chevrolet,Caprice,Other,White,Standard,6.0,Gas,Automatic,280000,Makkah,44000,8
6410,Jaguar,XF,Saudi,Another Color,Semi Full,6.0,Gas,Automatic,50000,Riyadh,35000,12
6411,Toyota,Land Cruiser Pickup,Saudi,Bronze,Semi Full,4.0,Gas,Manual,243000,Riyadh,95000,5
6414,BMW,X,Saudi,Black,Full,4.4,Gas,Automatic,180000,Jeddah,35000,12
6415,MINI,Cooper,Gulf Arabic,Blue,Semi Full,2.0,Gas,Automatic,75000,Jeddah,80000,5
6416,Nissan,Datsun,Saudi,White,Standard,2.7,Gas,Manual,77000,Jeddah,45000,6
6417,Hyundai,Sonata,Other,Black,Semi Full,2.4,Diesel,Automatic,152000,Qassim,52000,5
6419,Ford,Taurus,Saudi,Silver,Standard,2.0,Gas,Automatic,48000,Dammam,80000,2
6425,Chrysler,C300,Other,Silver,Full,5.7,Gas,Automatic,143000,Dammam,51000,9
6427,Kia,Carens,Saudi,Silver,Semi Full,1.6,Gas,Automatic,37000,Jeddah,33000,6
6428,GMC,Sierra,Saudi,Silver,Full,4.4,Gas,Automatic,76000,Dammam,100000,6
6430,Toyota,Prado,Other,Silver,Full,4.0,Gas,Manual,300000,Jeddah,50000,12
6431,Cadillac,CT4,Saudi,Grey,Semi Full,3.7,Gas,Automatic,5800,Jeddah,155000,1
6435,Ford,Taurus,Saudi,White,Standard,1.0,Gas,Automatic,298,Makkah,38000,8
6436,Chevrolet,Tahoe,Saudi,Golden,Semi Full,5.3,Gas,Automatic,327000,Riyadh,45000,9
6438,Hyundai,Accent,Saudi,Grey,Full,1.4,Gas,Automatic,20000,Al-Ahsa,37000,3
6439,Hyundai,H1,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,246,Tabouk,31000,8
6440,Ford,Ranger,Other,White,Standard,2.2,Gas,Manual,150000,Riyadh,20000,10
6442,Toyota,Camry,Saudi,Red,Standard,1.1,Gas,Automatic,100000,Arar,22000,14
6445,GMC,Terrain,Saudi,White,Standard,2.4,Gas,Automatic,151000,Jazan,45000,5
6446,Toyota,Corolla,Saudi,Grey,Semi Full,1.4,Gas,Manual,490,Al-Medina,18000,10
6453,Toyota,Corolla,Saudi,Silver,Standard,1.6,Gas,Automatic,28000,Riyadh,54000,3
6454,Toyota,Fortuner,Saudi,White,Full,4.0,Gas,Automatic,135000,Riyadh,115005,2
6455,Toyota,Rav4,Other,White,Full,2.5,Gas,Automatic,61000,Riyadh,83000,3
6456,Toyota,Rav4,Gulf Arabic,White,Full,2.0,Gas,Automatic,93000,Riyadh,83000,4
6457,Mazda,CX3,Saudi,White,Standard,3.0,Gas,Automatic,39000,Riyadh,58000,3
6458,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,128000,Riyadh,35000,3
6461,Toyota,Hilux,Gulf Arabic,White,Full,2.7,Gas,Manual,53000,Riyadh,103000,1
6466,Toyota,Corolla,Saudi,White,Standard,1.6,Gas,Automatic,110,Aseer,46000,4
6468,Hyundai,Accent,Saudi,Silver,Standard,1.4,Gas,Automatic,96000,Dammam,36000,3
6471,Isuzu,D-MAX,Saudi,White,Full,3.0,Diesel,Automatic,40000,Riyadh,120500,1
6472,Hyundai,Tucson,Saudi,Another Color,Semi Full,2.0,Gas,Automatic,152,Dammam,62000,4
6480,Mitsubishi,Pajero,Saudi,White,Full,3.5,Gas,Automatic,136000,Dammam,67000,4
6482,GMC,Sierra,Saudi,Silver,Full,5.3,Gas,Automatic,272,Tabouk,70000,6
6483,Fiat,500,Saudi,White,Full,1.4,Gas,Automatic,11500,Riyadh,85000,1
6485,Toyota,Yaris,Saudi,Grey,Standard,1.5,Gas,Manual,134000,Jubail,23000,5
6486,Chevrolet,Caprice,Saudi,Silver,Standard,6.0,Gas,Automatic,73000,Dammam,79000,8
6487,GMC,Sierra,Saudi,Silver,Semi Full,5.3,Gas,Automatic,18000,Dammam,152000,1
6489,GMC,Yukon,Saudi,Black,Full,5.3,Gas,Automatic,270,Qassim,39000,9
6493,Chevrolet,Suburban,Saudi,Another Color,Full,5.3,Gas,Automatic,184000,Dammam,137000,4
6494,Ford,Taurus,Other,Silver,Semi Full,3.5,Gas,Automatic,142311,Dammam,75000,4
6495,Toyota,Innova,Saudi,White,Full,2.7,Gas,Automatic,101000,Dammam,72000,5
6496,Toyota,Rav4,Saudi,White,Standard,2.5,Gas,Automatic,134000,Dammam,66000,3
6497,Toyota,Camry,Saudi,White,Semi Full,2.5,Gas,Automatic,125000,Dammam,53000,4
6498,Ford,Taurus,Saudi,White,Semi Full,2.0,Gas,Automatic,285000,Dammam,52000,6
6499,BMW,The 7,Saudi,Bronze,Full,4.4,Gas,Automatic,285000,Dammam,46000,12
6500,Land Rover,Range Rover,Saudi,White,Full,5.0,Gas,Automatic,329000,Dammam,32000,13
6502,Mercedes,CLS,Saudi,Grey,Full,6.3,Gas,Automatic,340000,Dammam,21000,14
6503,Audi,A8,Saudi,White,Full,3.2,Gas,Automatic,180000,Dammam,19000,14
6505,Toyota,Prado,Saudi,White,Semi Full,4.0,Gas,Automatic,201000,Riyadh,107000,5
6509,Lexus,LS,Saudi,White,Full,4.6,Gas,Automatic,132000,Dammam,165000,6
6510,GMC,Sierra,Saudi,Silver,Standard,5.3,Gas,Automatic,152000,Dammam,124000,3
6511,Chevrolet,Tahoe,Saudi,Brown,Standard,5.3,Gas,Automatic,223000,Dammam,110000,5
6512,Mitsubishi,Pajero,Saudi,White,Full,3.5,Gas,Automatic,111000,Dammam,68000,4
6513,Honda,Odyssey,Saudi,White,Standard,3.5,Gas,Automatic,153000,Dammam,60000,6
6517,Audi,A4,Gulf Arabic,Another Color,Full,2.0,Gas,Automatic,250000,Riyadh,45000,8
6518,Ford,Expedition,Saudi,White,Standard,5.4,Gas,Automatic,78000,Dammam,64000,8
6519,Toyota,Camry,Saudi,White,Full,1.4,Gas,Automatic,13400,Riyadh,65000,4
6520,Audi,A6,Saudi,Black,Semi Full,3.0,Gas,Automatic,75000,Riyadh,70000,8
6524,Chevrolet,Tahoe,Saudi,Black,Full,5.3,Gas,Automatic,281,Riyadh,65000,9
6530,Toyota,Prado,Gulf Arabic,White,Full,4.0,Gas,Automatic,19054,Riyadh,162500,2
6532,Porsche,Cayenne S,Saudi,White,Full,4.8,Gas,Automatic,219000,Riyadh,100000,8
6533,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,108000,Riyadh,29000,4
6534,Ford,Taurus,Saudi,White,Standard,2.0,Gas,Automatic,71000,Riyadh,65000,3
6536,Kia,Rio,Saudi,White,Standard,1.4,Gas,Automatic,51000,Riyadh,31000,2
6538,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,65000,Riyadh,30000,4
6539,Honda,Accord,Saudi,Silver,Full,2.4,Gas,Automatic,300000,Riyadh,32000,11
6540,Toyota,Sequoia,Saudi,White,Semi Full,1.6,Gas,Automatic,28000,Qassim,75000,7
6543,Toyota,Land Cruiser Pickup,Saudi,Brown,Semi Full,4.0,Gas,Manual,260000,Jubail,60000,6
6545,Toyota,Land Cruiser,Gulf Arabic,White,Semi Full,4.6,Gas,Automatic,240000,Riyadh,105000,8
6546,Chevrolet,Tahoe,Other,Black,Full,2.9,Gas,Automatic,265000,Riyadh,33000,13
6547,GMC,Yukon,Saudi,Black,Full,6.2,Gas,Automatic,216000,Besha,98000,6
6549,Ford,Victoria,Saudi,Another Color,Standard,4.6,Gas,Automatic,270,Dammam,35000,10
6550,Hyundai,Elantra,Saudi,Silver,Full,2.0,Gas,Automatic,97588,Jeddah,55000,3
6551,Mazda,6,Saudi,Red,Full,2.5,Gas,Automatic,117000,Hafar Al-Batin,72000,5
6556,Mercedes,S,Gulf Arabic,Navy,Full,3.3,Gas,Automatic,85000,Al-Medina,110000,9
6557,Dodge,Charger,Saudi,Yellow,Full,6.4,Gas,Automatic,167000,Al-Medina,85000,9
6558,Toyota,Fortuner,Saudi,White,Semi Full,2.7,Gas,Automatic,224000,Dammam,85000,3
6559,Hyundai,Accent,Saudi,Silver,Semi Full,1.4,Gas,Automatic,174000,Jeddah,24000,4
6560,Chrysler,C300,Saudi,Black,Full,3.6,Gas,Automatic,45000,Riyadh,145000,2
6561,Mazda,6,Saudi,Black,Full,2.1,Gas,Automatic,81000,Jeddah,90000,2
6563,Toyota,Land Cruiser,Saudi,White,Full,4.6,Gas,Automatic,134000,Al-Ahsa,170000,2
6564,Toyota,Camry,Saudi,Black,Standard,2.5,Hybrid,Automatic,55000,Makkah,80000,2
